task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/162,hybrid,gemma-31b:few_shot,0,0,0,0,0.0,30.0,0.0,1.0,1.0,100.0,0.45,0.341,0,0,0,1.0,0.0,5515,4461,18145
HumanEval/140,coa,gemma-31b:zero_shot,7,1,0,8,0.875,100.0,100.0,1.0,2.12,75.76,2.29,0.045,12,2,4,0.0,0.783,1859,1365,7159
HumanEval/141,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,89.29,70.0,0.25,2.0,69.94,0.36,0.02,3,1,3,0.0,0.517,576,66,2285
HumanEval/144,actor_critic,gemma-31b:zero_shot,32,0,0,32,1.0,85.0,85.0,0.0,1.33,89.82,4.92,0.052,4,0,5,0.0,0.6,1100,2,3564
HumanEval/151,actor_critic,gemma-31b:few_shot,4,2,0,6,0.667,100.0,100.0,1.0,2.67,81.48,1.73,0.111,10,1,3,0.0,0.692,875,382,3561
HumanEval/141,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,89.29,70.0,0.0,2.0,69.94,0.36,0.02,3,1,3,0.0,0.517,281,41,1293
HumanEval/142,soa,gemma-31b:scot,9,0,0,9,1.0,100.0,100.0,0.6,2.11,74.86,3.58,0.059,10,2,4,0.0,0.783,659,1083,4165
HumanEval/140,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,36.36,0.0,1.0,2.0,67.09,0.86,0.775,0,0,0,1.0,0.0,0,0,0
HumanEval/149,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,88.89,50.0,0.25,2.0,69.94,0.38,0.044,3,1,3,0.0,0.517,1932,1857,9775
HumanEval/159,self_healing,gemma-31b:cot,0,0,0,0,0.0,30.0,0.0,1.0,1.0,78.03,0.34,0.614,0,0,0,1.0,0.0,913,140,3241
HumanEval/146,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.5,2.0,68.45,0.62,0.163,2,1,3,0.333,0.408,424,51,5399
HumanEval/153,adversarial,gemma-31b:scot,8,0,0,8,1.0,97.56,83.33,0.2,2.38,73.47,2.07,0.033,20,1,4,0.0,0.742,552,1687,3719
HumanEval/150,competitive,gemma-31b:scot,11,0,0,11,1.0,100.0,100.0,0.5,2.5,100.0,1.9,0.044,6,0,4,0.0,0.6,159,371,1324
HumanEval/147,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.47,0.046,3,0,3,0.0,0.475,458,139,4056
HumanEval/143,adversarial,gemma-31b:scot,15,3,0,18,0.833,95.0,95.0,1.0,2.17,85.59,2.9,0.041,7,0,4,0.0,0.625,282,1465,2488
HumanEval/150,consensus,gemma-31b:cot,27,0,0,27,1.0,100.0,100.0,0.5,2.5,89.62,3.8,0.08,6,0,4,0.0,0.6,1304,599,3131
HumanEval/142,soa,gemma-31b:cot,12,0,0,12,1.0,100.0,100.0,0.6,2.38,62.22,4.16,0.05,9,2,4,0.0,0.758,1966,4944,16728
HumanEval/153,hybrid,gemma-31b:few_shot,11,0,0,11,1.0,50.0,0.0,0.2,1.33,93.76,1.74,0.108,4,1,5,0.0,0.642,2953,3707,9392
HumanEval/142,hybrid,gemma-31b:scot,14,0,0,14,1.0,100.0,100.0,0.8,2.0,86.77,2.42,0.044,5,0,4,0.0,0.575,4177,7538,16331
HumanEval/141,hybrid,gemma-31b:scot,43,1,0,44,0.977,100.0,100.0,1.0,2.14,80.72,3.73,0.051,8,0,4,0.0,0.65,2868,1810,6967
HumanEval/142,actor_critic,gemma-31b:scot,9,0,0,9,1.0,100.0,100.0,0.6,2.29,64.18,3.47,0.041,11,1,5,0.0,0.792,2707,1646,7210
HumanEval/148,self_healing,gemma-31b:few_shot,26,0,0,26,1.0,77.42,50.0,0.0,2.5,85.17,3.43,0.432,7,0,4,0.0,0.625,1220,1550,8483
HumanEval/141,consensus,gemma-31b:scot,61,0,0,61,1.0,100.0,100.0,0.25,3.0,86.0,3.55,0.026,4,0,4,0.0,0.55,2415,2059,10264
HumanEval/149,hybrid,gemma-31b:zero_shot,17,1,0,18,0.944,75.76,0.0,1.0,2.67,80.85,3.19,0.043,0,0,0,1.0,0.0,2062,1922,8957
HumanEval/147,adversarial,gemma-31b:cot,18,0,0,18,1.0,91.43,85.0,0.25,2.5,64.01,4.53,0.055,7,0,4,0.0,0.625,173,765,1808
HumanEval/159,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.2,2.0,69.94,0.28,0.066,5,1,3,0.0,0.567,803,833,5661
HumanEval/141,hybrid,gemma-31b:few_shot,30,0,0,30,1.0,100.0,100.0,0.25,2.0,85.41,2.73,0.075,7,1,4,0.0,0.667,3264,4883,15721
HumanEval/158,consensus,gemma-31b:cot,14,1,0,15,0.933,100.0,100.0,1.0,2.45,74.16,3.8,0.035,18,2,5,0.0,0.833,2330,982,5343
HumanEval/153,baseline,gemma-31b:few_shot,7,0,0,7,1.0,96.97,83.33,0.4,2.0,85.46,1.15,0.038,13,0,3,0.0,0.65,1382,3378,9627
HumanEval/149,consensus,gemma-31b:scot,10,0,0,10,1.0,100.0,100.0,0.75,2.5,68.35,2.14,0.045,13,2,3,0.0,0.733,2281,1752,6626
HumanEval/160,soa,gemma-31b:few_shot,39,0,0,39,1.0,100.0,100.0,1.0,1.33,99.88,2.62,0.059,5,0,5,0.0,0.625,943,1618,5372
HumanEval/146,consensus,gemma-31b:scot,32,0,0,32,1.0,100.0,100.0,0.5,3.33,91.55,4.23,0.068,8,1,4,0.0,0.692,2815,1083,6621
HumanEval/151,coa,gemma-31b:cot,7,2,0,9,0.778,100.0,100.0,1.0,2.44,79.87,2.0,0.11,11,1,3,0.111,0.664,813,514,4957
HumanEval/144,coa,gemma-31b:scot,8,0,0,8,1.0,100.0,100.0,0.5,3.5,75.28,3.69,0.019,25,0,3,0.0,0.65,378,797,4345
HumanEval/151,actor_critic,gemma-31b:zero_shot,14,0,0,14,1.0,67.86,50.0,0.167,2.67,85.79,2.93,0.38,3,1,5,0.0,0.617,2860,2858,11351
HumanEval/158,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,16.67,0.0,1.0,2.0,63.78,1.07,0.574,0,0,0,1.0,0.0,1049,798,7076
HumanEval/160,baseline,gemma-31b:scot,8,0,0,8,1.0,100.0,100.0,0.0,3.75,73.52,2.15,0.032,28,1,3,0.0,0.692,350,1319,2435
HumanEval/156,consensus,gemma-31b:zero_shot,39,0,0,39,1.0,92.86,93.0,0.333,2.25,81.31,3.32,0.028,6,0,4,0.0,0.6,1884,651,4114
HumanEval/149,soa,gemma-31b:scot,0,0,0,0,0.0,20.0,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,723,901,35680
HumanEval/160,baseline,gemma-31b:zero_shot,23,2,0,25,0.92,100.0,100.0,1.0,2.25,93.07,1.85,0.048,8,1,4,0.0,0.692,271,907,1860
HumanEval/151,soa,gemma-31b:few_shot,11,3,0,14,0.786,100.0,100.0,1.0,2.0,96.37,1.8,0.076,4,0,4,0.0,0.55,874,1371,6209
HumanEval/141,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,89.29,70.0,0.25,2.0,69.94,0.36,0.027,3,1,3,0.0,0.517,281,41,1587
HumanEval/151,hybrid,gemma-31b:zero_shot,20,0,0,20,1.0,76.32,60.0,0.0,3.17,79.58,3.53,0.144,0,0,0,1.0,0.0,2167,1772,6015
HumanEval/148,coa,gemma-31b:few_shot,8,0,0,8,1.0,100.0,100.0,0.25,3.12,77.98,1.95,0.038,16,1,3,0.0,0.692,1061,478,4624
HumanEval/141,self_healing,gemma-31b:cot,0,0,0,0,0.0,6.67,0.0,1.0,9.0,83.09,1.36,0.524,0,0,0,1.0,0.0,813,461,5587
HumanEval/154,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,8.82,0.0,1.0,4.0,92.28,1.12,0.753,0,0,0,1.0,0.0,1370,1926,13283
HumanEval/145,competitive,gemma-31b:scot,26,2,0,28,0.929,100.0,100.0,1.0,2.0,84.8,2.1,0.09,2,0,4,0.0,0.5,637,1310,13951
HumanEval/142,coa,gemma-31b:zero_shot,8,0,0,8,1.0,97.37,100.0,0.6,2.0,81.73,2.0,0.031,7,2,3,0.111,0.631,561,885,3893
HumanEval/162,competitive,gemma-31b:few_shot,10,0,0,10,1.0,100.0,100.0,0.25,2.0,52.28,3.27,0.133,6,1,4,0.0,0.642,152,495,1772
HumanEval/156,competitive,gemma-31b:zero_shot,28,0,0,28,1.0,100.0,100.0,0.333,2.0,70.77,1.95,0.041,3,0,4,0.0,0.525,452,424,2644
HumanEval/152,hybrid,gemma-31b:cot,24,0,0,24,1.0,96.43,96.0,0.0,2.4,82.58,5.23,0.035,5,0,4,0.0,0.575,2430,2319,9941
HumanEval/142,coa,gemma-31b:cot,9,0,0,9,1.0,100.0,100.0,0.8,2.0,75.69,2.53,0.041,6,2,3,0.222,0.578,1464,1103,7988
HumanEval/152,baseline,gemma-31b:zero_shot,12,0,0,12,1.0,100.0,100.0,0.0,2.0,94.67,2.54,0.032,2,0,4,0.0,0.5,291,536,1124
HumanEval/153,coa,gemma-31b:zero_shot,9,0,0,9,1.0,97.62,83.33,0.4,2.22,78.74,1.78,0.065,14,0,3,0.0,0.65,809,877,3784
HumanEval/160,competitive,gemma-31b:zero_shot,21,1,0,22,0.955,100.0,100.0,1.0,1.67,99.94,1.58,0.041,6,0,5,0.0,0.65,561,827,4574
HumanEval/160,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.0,1.67,69.77,0.38,0.049,6,1,4,0.0,0.642,736,771,3568
HumanEval/160,soa,gemma-31b:zero_shot,23,2,0,25,0.92,100.0,100.0,1.0,2.0,94.91,1.81,0.045,2,0,4,0.0,0.5,1163,2014,6481
HumanEval/155,swarm,gemma-31b:cot,1,0,0,1,1.0,100.0,100.0,0.6,2.0,81.86,0.36,0.13,1,1,3,0.0,0.467,1611,2231,7987
HumanEval/151,swarm,gemma-31b:scot,1,2,0,3,0.333,100.0,100.0,1.0,2.0,100.0,0.87,0.027,2,0,4,0.0,0.5,1550,2452,7180
HumanEval/157,baseline,gemma-31b:scot,14,4,0,18,0.778,95.0,95.0,1.0,2.4,84.19,4.18,0.02,10,0,4,0.0,0.7,247,1137,1924
HumanEval/152,consensus,gemma-31b:few_shot,19,0,0,19,1.0,100.0,100.0,0.0,3.0,77.01,3.08,0.054,11,2,4,0.0,0.783,1914,833,5276
HumanEval/159,consensus,gemma-31b:zero_shot,34,0,0,34,1.0,100.0,100.0,0.2,3.0,88.89,1.72,0.038,3,0,4,0.0,0.525,2215,1833,8208
HumanEval/157,baseline,gemma-31b:few_shot,10,2,0,12,0.833,100.0,100.0,1.0,2.25,90.46,2.55,0.042,12,0,4,0.0,0.7,590,1230,3115
HumanEval/149,hybrid,gemma-31b:few_shot,0,0,0,0,0.0,25.0,0.0,1.0,3.0,65.48,0.38,0.066,0,0,0,1.0,0.0,2274,2278,6865
HumanEval/153,consensus,gemma-31b:zero_shot,14,0,0,14,1.0,97.87,83.33,0.4,2.6,74.02,2.11,0.034,22,0,4,0.0,0.7,3098,1237,10768
HumanEval/148,actor_critic,gemma-31b:zero_shot,18,0,0,18,1.0,75.0,50.0,0.0,3.0,87.13,2.57,0.4,6,0,4,0.0,0.6,1293,290,7315
HumanEval/158,atomic_swarm,gemma-31b:scot,2,1,0,3,0.667,100.0,100.0,1.0,2.0,69.94,0.53,0.022,3,1,3,0.0,0.517,173,32,4073
HumanEval/155,coa,gemma-31b:few_shot,8,0,0,8,1.0,96.88,100.0,0.4,2.33,71.63,2.36,0.079,10,1,3,0.222,0.636,257,232,1480
HumanEval/155,actor_critic,gemma-31b:cot,14,0,0,14,1.0,100.0,100.0,0.6,2.0,100.0,2.09,0.039,2,0,4,0.0,0.5,1569,2038,13847
HumanEval/142,actor_critic,gemma-31b:cot,8,0,0,8,1.0,100.0,100.0,0.4,2.25,55.92,3.53,0.028,9,2,3,0.0,0.708,1136,717,8389
HumanEval/155,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.4,2.0,69.94,0.73,0.154,2,1,3,0.333,0.408,123,34,1970
HumanEval/160,swarm,gemma-31b:zero_shot,2,0,0,2,1.0,100.0,100.0,0.0,2.0,100.0,0.42,0.103,4,1,3,0.0,0.542,1532,2595,10719
HumanEval/140,hybrid,gemma-31b:zero_shot,40,0,0,40,1.0,79.31,0.0,0.0,1.6,83.09,5.79,0.137,4,1,5,0.0,0.642,2013,2146,11225
HumanEval/163,consensus,gemma-31b:few_shot,38,0,0,38,1.0,100.0,100.0,0.75,2.0,100.0,4.91,0.066,2,0,4,0.0,0.5,1899,714,4377
HumanEval/155,soa,gemma-31b:zero_shot,16,0,0,16,1.0,100.0,100.0,0.4,2.0,81.86,1.91,0.132,2,0,4,0.0,0.5,239,277,1697
HumanEval/141,adversarial,gemma-31b:few_shot,26,0,0,26,1.0,70.49,44.44,0.0,2.57,77.53,3.64,0.055,12,1,5,0.0,0.792,450,1005,2028
HumanEval/143,competitive,gemma-31b:scot,20,1,0,21,0.952,100.0,100.0,1.0,2.0,76.11,1.75,0.034,6,0,4,0.0,0.6,223,457,1486
HumanEval/153,swarm,gemma-31b:zero_shot,3,0,0,3,1.0,95.65,83.33,0.0,2.0,100.0,0.48,0.051,2,0,4,0.0,0.5,1884,1240,23329
HumanEval/157,self_healing,gemma-31b:few_shot,20,0,0,20,1.0,95.45,100.0,0.2,3.25,82.53,5.18,0.294,15,0,4,0.0,0.7,1291,2207,12557
HumanEval/139,adversarial,gemma-31b:scot,12,1,0,13,0.923,89.19,100.0,1.0,2.0,82.27,3.73,0.052,8,1,5,0.0,0.742,1291,2207,12557
HumanEval/162,soa,gemma-31b:few_shot,0,0,1,1,0.0,,,1.0,2.0,64.28,2.45,0.083,4,2,5,0.0,0.683,139,463,1076
HumanEval/163,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.5,2.0,100.0,0.91,0.051,2,0,4,0.0,0.5,311,156,859
HumanEval/150,adversarial,gemma-31b:scot,28,0,0,28,1.0,100.0,100.0,0.5,2.67,73.2,6.1,0.107,22,1,4,0.0,0.742,714,2952,6041
HumanEval/148,adversarial,gemma-31b:cot,31,1,0,32,0.969,92.59,100.0,1.0,3.67,81.21,2.9,0.037,9,0,4,0.0,0.675,1401,1526,11003
HumanEval/160,coa,gemma-31b:cot,8,1,0,9,0.889,100.0,100.0,1.0,1.67,83.39,1.58,0.028,15,1,4,0.0,0.742,830,3012,7370
HumanEval/143,consensus,gemma-31b:scot,23,2,0,25,0.92,100.0,100.0,1.0,3.0,83.37,2.5,0.039,4,0,4,0.0,0.55,5971,3187,14548
HumanEval/155,consensus,gemma-31b:scot,32,0,0,32,1.0,100.0,100.0,0.4,2.33,93.97,4.0,0.02,3,0,4,0.0,0.525,2022,961,5891
HumanEval/156,actor_critic,gemma-31b:zero_shot,37,0,0,37,1.0,80.43,100.0,0.0,2.25,72.21,4.79,0.146,6,0,5,0.0,0.65,949,2,2062
HumanEval/144,soa,gemma-31b:few_shot,22,1,0,23,0.957,100.0,100.0,1.0,2.67,93.19,3.15,0.079,7,0,4,0.0,0.625,2073,2969,8359
HumanEval/153,hybrid,gemma-31b:cot,11,0,0,11,1.0,98.0,83.33,0.4,2.55,72.72,2.11,0.062,30,1,3,0.0,0.692,3312,3516,12103
HumanEval/144,adversarial,gemma-31b:zero_shot,27,0,0,27,1.0,88.89,89.0,0.0,2.14,81.06,5.31,0.043,0,0,0,1.0,0.0,2293,3906,16696
HumanEval/159,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.4,2.0,69.94,0.28,0.038,4,1,3,0.0,0.542,358,35,3018
HumanEval/149,adversarial,gemma-31b:scot,10,0,0,10,1.0,100.0,100.0,1.0,2.11,80.04,2.43,0.014,10,2,4,0.0,0.783,320,1333,2431
HumanEval/163,actor_critic,gemma-31b:scot,0,0,1,1,0.0,,,1.0,1.5,100.0,4.0,0.062,4,0,5,0.0,0.6,1080,1832,7615
HumanEval/142,consensus,gemma-31b:zero_shot,0,0,0,0,0.0,12.5,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,6852,3608,52822
HumanEval/140,actor_critic,gemma-31b:scot,22,0,0,22,1.0,100.0,100.0,0.0,1.5,97.5,3.36,0.041,4,1,5,0.0,0.642,641,2,2116
HumanEval/158,coa,gemma-31b:scot,4,1,0,5,0.8,87.5,100.0,1.0,2.0,85.13,2.07,0.063,9,2,3,0.0,0.708,179,169,1765
HumanEval/157,actor_critic,gemma-31b:scot,19,4,0,23,0.826,100.0,100.0,1.0,1.86,82.15,5.82,0.046,6,0,5,0.0,0.65,957,2,2889
HumanEval/146,baseline,gemma-31b:zero_shot,17,0,0,17,1.0,100.0,100.0,0.5,2.0,100.0,2.69,0.052,2,0,4,0.0,0.5,646,1139,3554
HumanEval/160,adversarial,gemma-31b:cot,0,0,0,0,0.0,22.22,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,479,9,33675
HumanEval/144,self_healing,gemma-31b:scot,0,0,0,0,0.0,33.33,33.0,1.0,1.0,64.8,1.15,0.823,0,0,0,1.0,0.0,0,0,0
HumanEval/148,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.38,0.026,5,1,3,0.0,0.567,1357,1973,8525
HumanEval/150,soa,gemma-31b:scot,16,0,0,16,1.0,100.0,100.0,0.5,2.5,94.92,3.1,0.026,4,0,4,0.0,0.55,148,566,1365
HumanEval/157,coa,gemma-31b:few_shot,7,1,0,8,0.875,100.0,100.0,1.0,2.5,73.64,3.27,0.052,23,1,4,0.0,0.742,342,1112,3917
HumanEval/146,self_healing,gemma-31b:scot,25,0,0,25,1.0,68.97,60.0,0.0,3.5,89.6,4.0,0.338,2,1,4,0.0,0.542,1342,1130,6176
HumanEval/155,self_healing,gemma-31b:scot,15,0,0,15,1.0,73.08,66.67,0.0,2.5,83.58,3.18,0.412,2,0,4,0.0,0.5,783,1286,10644
HumanEval/148,soa,gemma-31b:cot,22,0,0,22,1.0,100.0,100.0,0.25,3.0,100.0,1.67,0.022,2,0,4,0.0,0.5,264,437,1226
HumanEval/159,baseline,gemma-31b:few_shot,5,0,0,5,1.0,100.0,100.0,0.2,3.8,80.88,1.17,0.028,13,1,3,0.0,0.692,538,588,1864
HumanEval/147,baseline,gemma-31b:zero_shot,9,0,0,9,1.0,100.0,100.0,0.25,2.2,86.34,2.29,0.031,6,0,4,0.0,0.6,1643,1227,9042
HumanEval/159,coa,gemma-31b:few_shot,8,0,0,8,1.0,100.0,100.0,0.2,2.75,79.21,1.38,0.074,9,1,3,0.0,0.667,849,417,10114
HumanEval/145,coa,gemma-31b:few_shot,3,6,0,9,0.333,100.0,100.0,1.0,2.0,76.96,2.3,0.07,6,1,3,0.0,0.592,551,974,12110
HumanEval/139,atomic_swarm,gemma-31b:few_shot,2,1,0,3,0.667,100.0,100.0,1.0,1.67,69.77,0.67,0.094,3,1,4,0.0,0.567,148,36,2114
HumanEval/139,adversarial,gemma-31b:cot,16,0,0,16,1.0,91.67,83.33,0.25,2.14,72.43,4.4,0.082,8,0,5,0.0,0.7,364,872,9273
HumanEval/155,adversarial,gemma-31b:scot,18,0,0,18,1.0,100.0,100.0,0.4,2.33,93.06,4.36,0.027,3,0,4,0.0,0.525,195,959,1706
HumanEval/158,adversarial,gemma-31b:cot,9,0,0,9,1.0,95.74,100.0,0.667,3.11,73.45,3.87,0.009,17,2,3,0.0,0.733,622,1109,6326
HumanEval/144,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,89.3,0.69,0.049,5,0,3,0.0,0.525,3170,3060,50371
HumanEval/151,hybrid,gemma-31b:cot,13,3,0,16,0.812,97.3,100.0,1.0,3.0,74.39,3.8,0.008,17,1,4,0.0,0.742,1890,1743,5890
HumanEval/139,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.25,1.67,69.77,0.67,0.105,3,0,4,0.0,0.525,1302,773,4014
HumanEval/149,actor_critic,gemma-31b:cot,0,13,0,13,0.0,52.94,0.0,1.0,1.5,100.0,1.48,0.028,3,1,5,0.0,0.617,3403,3894,15111
HumanEval/160,hybrid,gemma-31b:few_shot,0,0,0,0,0.0,30.0,0.0,1.0,1.0,100.0,0.19,0.072,0,0,0,1.0,0.0,2289,2131,6265
HumanEval/140,actor_critic,gemma-31b:few_shot,5,3,0,8,0.625,79.63,100.0,1.0,4.88,65.21,4.71,0.038,33,2,4,0.0,0.783,2523,1200,6144
HumanEval/142,baseline,gemma-31b:cot,17,0,0,17,1.0,100.0,100.0,0.6,1.89,79.57,2.79,0.032,8,2,4,0.0,0.733,2807,2417,9192
HumanEval/139,swarm,gemma-31b:scot,1,0,0,1,1.0,76.92,50.0,0.0,2.0,79.74,0.33,0.096,1,0,3,0.0,0.425,1191,2679,10471
HumanEval/158,consensus,gemma-31b:few_shot,18,1,0,19,0.947,100.0,100.0,1.0,3.0,68.94,5.07,0.042,25,2,5,0.0,0.833,2845,1613,12773
HumanEval/163,baseline,gemma-31b:zero_shot,18,0,0,18,1.0,100.0,100.0,0.75,2.0,96.34,3.91,0.074,4,0,4,0.0,0.55,573,1630,4782
HumanEval/157,consensus,gemma-31b:scot,26,4,0,30,0.867,100.0,100.0,1.0,3.5,91.52,4.27,0.014,14,0,4,0.0,0.7,2393,2109,6658
HumanEval/143,competitive,gemma-31b:zero_shot,17,0,0,17,1.0,100.0,100.0,0.667,2.38,81.59,2.45,0.04,9,0,4,0.0,0.675,1071,1370,10047
HumanEval/157,swarm,gemma-31b:scot,2,0,0,2,1.0,100.0,100.0,0.2,2.0,85.04,1.45,0.055,6,0,3,0.0,0.55,1410,1567,10956
HumanEval/142,swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.6,2.0,100.0,0.84,0.075,1,0,4,0.0,0.475,1351,469,7972
HumanEval/144,swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.62,0.038,6,0,3,0.0,0.55,2285,638,11578
HumanEval/159,coa,gemma-31b:zero_shot,8,1,0,9,0.889,97.06,100.0,1.0,2.67,78.03,1.28,0.05,20,1,3,0.0,0.692,3375,1202,16687
HumanEval/145,baseline,gemma-31b:zero_shot,8,0,0,8,1.0,100.0,100.0,0.0,3.0,65.86,3.2,0.009,16,1,3,0.0,0.692,3557,2318,26159
HumanEval/156,adversarial,gemma-31b:scot,26,1,0,27,0.963,95.0,100.0,1.0,2.29,75.37,3.79,0.032,8,0,5,0.0,0.7,829,2536,14823
HumanEval/156,adversarial,gemma-31b:cot,43,1,0,44,0.977,100.0,100.0,1.0,2.5,81.15,3.47,0.041,6,0,4,0.0,0.6,404,1022,5491
